Parcel,Plot,Common Name,Treatment,4yr_survival,FAM
WASH,WASH_na_8,Red Spruce,control,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,1,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,0,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,0,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,1,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,1,Range Expansion
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,1,Range Expansion
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,0,Population Enrichment
WASH,WASH_na_9,White Pine,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,1,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,1,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Cherry,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,Bitternut Hickory,quarter,0,Range Expansion
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Oak,quarter,0,Population Enrichment
WASH,WASH_na_9,Red Spruce,quarter,1,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,0,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Bitternut Hickory,quarter,1,Range Expansion
WASH,WASH_na_9,White Pine,quarter,0,Population Enrichment
WASH,WASH_na_9,Bigtooth Aspen,quarter,0,Population Enrichment
WASH,WASH_na_9,Eastern Hemlock,quarter,0,Population Enrichment
WASH,WASH_na_9,Black Birch,quarter,1,Range Expansion
WASH,WASH_na_9,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,0,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_1,Red Oak,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Oak,control,0,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,White Pine,control,0,Population Enrichment
WOL,WOL_na_1,Red Oak,control,1,Population Enrichment
WOL,WOL_na_1,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_1,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,1,Range Expansion
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,1,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,White Pine,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Birch,quarter,0,Range Expansion
WOL,WOL_na_2,White Pine,quarter,1,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Oak,quarter,1,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Black Cherry,quarter,1,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,1,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_2,Eastern Hemlock,quarter,0,Population Enrichment
WOL,WOL_na_2,Bigtooth Aspen,quarter,0,Population Enrichment
WOL,WOL_na_2,Red Spruce,quarter,0,Population Enrichment
WOL,WOL_na_2,Bitternut Hickory,quarter,0,Range Expansion
WOL,WOL_na_2,Black Cherry,quarter,0,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_3,White Pine,control,1,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_3,Red Oak,control,0,Population Enrichment
WOL,WOL_na_3,Red Oak,control,0,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_3,White Pine,control,0,Population Enrichment
WOL,WOL_na_3,White Pine,control,1,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_3,Red Oak,control,1,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_3,Red Oak,control,1,Population Enrichment
WOL,WOL_na_3,White Pine,control,0,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,0,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,0,Population Enrichment
WOL,WOL_na_3,Eastern Hemlock,control,1,Population Enrichment
WOL,WOL_na_3,Red Oak,control,1,Population Enrichment
WOL,WOL_na_3,White Pine,control,0,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,1,Population Enrichment
WOL,WOL_na_3,White Pine,control,0,Population Enrichment
WOL,WOL_na_3,Red Oak,control,1,Population Enrichment
WOL,WOL_na_3,White Pine,control,1,Population Enrichment
WOL,WOL_na_3,Red Oak,control,1,Population Enrichment
WOL,WOL_na_3,Red Spruce,control,0,Population Enrichment
